"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"14.01.2016","5,53","5,64","6,36","5,46","-","-1,78%"
"13.01.2016","5,63","5,38","6,72","5,36","-","3,68%"
"12.01.2016","5,43","5,18","5,53","5,14","-","2,84%"
"11.01.2016","5,28","5,38","5,40","5,24","-","0,00%"
"08.01.2016","5,28","5,24","8,11","4,88","-","-2,40%"
"07.01.2016","5,41","5,43","6,77","5,29","-","1,50%"
"06.01.2016","5,33","5,36","6,93","4,79","-","2,11%"
"05.01.2016","5,22","5,30","5,31","5,15","-","-1,14%"
"04.01.2016","5,28","5,54","5,54","5,27","-","6,45%"
"31.12.2015","4,96","4,94","4,99","4,87","-","0,20%"
"30.12.2015","4,95","4,97","5,02","4,93","-","-1,20%"
"29.12.2015","5,01","4,89","5,02","4,82","-","4,16%"
"28.12.2015","4,81","4,91","4,94","4,78","-","3,89%"
"24.12.2015","4,63","4,69","4,75","4,61","-","-1,49%"
"23.12.2015","4,70","4,87","4,87","4,69","-","-2,69%"
"22.12.2015","4,83","4,79","4,84","4,24","-","1,05%"
"21.12.2015","4,78","4,79","4,85","4,66","-","0,21%"
"18.12.2015","4,77","4,82","4,86","4,67","-","0,00%"
"17.12.2015","4,77","4,73","4,87","4,66","-","-6,29%"
"16.12.2015","5,09","5,97","6,29","5,05","-","-13,73%"
"15.12.2015","5,90","6,05","6,49","5,89","-","-1,17%"
"14.12.2015","5,97","5,79","6,28","5,73","-","6,80%"
"11.12.2015","5,59","5,23","52,14","5,21","-","8,12%"
"10.12.2015","5,17","5,13","5,19","5,09","-","0,39%"
"09.12.2015","5,15","5,01","5,26","4,78","-","3,21%"
"08.12.2015","4,99","4,97","5,03","4,87","-","0,60%"
"07.12.2015","4,96","4,98","5,02","4,91","-","2,69%"
"04.12.2015","4,83","5,18","5,19","4,77","-","-7,65%"
"03.12.2015","5,23","5,32","7,24","5,09","-","-2,24%"
"02.12.2015","5,35","5,47","7,94","5,30","-","-3,08%"
"01.12.2015","5,52","5,33","6,29","5,29","-","4,55%"
"30.11.2015","5,28","5,40","5,40","5,26","-","2,52%"
"27.11.2015","5,15","5,17","5,18","5,06","-","0,78%"
"25.11.2015","5,11","5,23","9,24","5,03","-","-1,92%"
"24.11.2015","5,21","5,22","5,38","5,20","-","0,00%"
"23.11.2015","5,21","4,86","5,23","4,82","-","7,64%"
"20.11.2015","4,84","4,91","4,95","4,80","-","-3,97%"
"19.11.2015","5,04","4,91","5,04","4,82","-","2,86%"
"18.11.2015","4,90","5,10","5,50","4,87","-","-3,54%"
"17.11.2015","5,08","5,15","5,93","4,99","-","-0,39%"
"16.11.2015","5,10","5,19","5,27","5,06","-","3,45%"
"13.11.2015","4,93","5,10","6,05","4,53","-","-3,52%"
"12.11.2015","5,11","5,13","5,20","5,08","-","-0,39%"
"11.11.2015","5,13","5,15","5,18","5,10","-","-1,16%"
"10.11.2015","5,19","5,17","5,68","5,12","-","0,00%"
"09.11.2015","5,19","5,22","5,31","5,15","-","1,96%"
"06.11.2015","5,09","5,56","6,51","4,83","-","-7,96%"
"05.11.2015","5,53","5,54","5,63","5,08","-","-0,72%"
"04.11.2015","5,57","5,40","5,58","5,35","-","0,54%"
"03.11.2015","5,54","5,52","5,60","5,50","-","0,91%"
"02.11.2015","5,49","5,59","5,62","5,45","-","3,98%"
"30.10.2015","5,28","5,31","5,44","5,17","-","-0,94%"
"29.10.2015","5,33","5,31","9,34","5,22","-","-0,19%"
"28.10.2015","5,34","5,24","5,49","4,98","-","3,29%"
"27.10.2015","5,17","5,17","5,21","5,11","-","1,97%"
"26.10.2015","5,07","5,15","5,15","5,03","-","1,81%"
"23.10.2015","4,98","5,04","5,12","4,97","-","2,05%"
"22.10.2015","4,88","4,98","4,99","4,85","-","-0,61%"
"21.10.2015","4,91","5,05","5,08","4,90","-","-3,54%"
"20.10.2015","5,09","5,10","5,21","5,05","-","1,39%"
"19.10.2015","5,02","5,05","5,08","4,99","-","4,37%"
"16.10.2015","4,81","4,79","4,86","4,77","-","-3,02%"
"15.10.2015","4,96","5,06","9,59","4,69","-","-0,40%"
"14.10.2015","4,98","5,11","5,34","4,87","-","-0,99%"
"13.10.2015","5,03","5,11","5,11","4,98","-","-1,37%"
"12.10.2015","5,10","5,15","5,18","5,08","-","2,41%"
"09.10.2015","4,98","5,05","5,07","4,98","-","-0,99%"
"08.10.2015","5,03","5,10","5,39","4,84","-","-0,79%"
"07.10.2015","5,07","5,21","5,23","5,05","-","-1,93%"
"06.10.2015","5,17","5,16","5,24","4,86","-","0,19%"
"05.10.2015","5,16","5,15","5,23","5,10","-","1,57%"
"02.10.2015","5,08","5,29","5,30","4,35","-","-4,87%"
"01.10.2015","5,34","5,50","5,59","5,32","-","-3,61%"
"30.09.2015","5,54","5,59","5,62","5,35","-","-1,95%"
"29.09.2015","5,65","5,60","5,72","5,57","-","0,36%"
"28.09.2015","5,63","5,44","5,67","5,32","-","9,32%"
"25.09.2015","5,15","5,46","5,48","5,15","-","-5,85%"
"24.09.2015","5,47","5,50","6,25","5,45","-","2,43%"
"23.09.2015","5,34","5,33","5,43","5,18","-","0,38%"
"22.09.2015","5,32","5,24","5,48","5,22","-","2,90%"
"21.09.2015","5,17","5,19","5,21","5,06","-","1,57%"
"18.09.2015","5,09","4,96","5,16","4,87","-","-2,12%"
"17.09.2015","5,20","6,01","6,08","4,47","-","-13,48%"
"16.09.2015","6,01","6,04","6,18","5,93","-","1,18%"
"15.09.2015","5,94","5,74","5,98","5,64","-","4,03%"
"14.09.2015","5,71","5,84","5,85","5,68","-","1,42%"
"11.09.2015","5,63","5,64","5,72","4,96","-","-0,18%"
"10.09.2015","5,64","5,75","6,61","5,63","-","-2,59%"
"09.09.2015","5,79","5,98","6,86","5,77","-","-0,86%"
"08.09.2015","5,84","5,85","5,89","5,81","-","3,18%"
"04.09.2015","5,66","5,70","9,39","5,46","-","-2,25%"
"03.09.2015","5,79","6,05","6,06","5,77","-","-3,66%"
"02.09.2015","6,01","6,15","6,33","5,95","-","-4,15%"
"01.09.2015","6,27","6,28","6,29","6,03","-","4,33%"
"31.08.2015","6,01","6,11","6,12","5,91","-","-0,17%"
"28.08.2015","6,02","6,05","6,27","6,00","-","-2,90%"
"27.08.2015","6,20","6,25","7,32","6,12","-","-3,28%"
"26.08.2015","6,41","6,25","6,52","6,24","-","-0,31%"
"25.08.2015","6,43","6,21","6,50","6,01","-","-0,62%"
"24.08.2015","6,47","6,82","7,38","6,37","-","7,48%"
"21.08.2015","6,02","5,76","6,05","5,67","-","3,97%"
"20.08.2015","5,79","5,65","6,05","5,50","-","3,58%"
"19.08.2015","5,59","5,72","6,88","5,55","-","-1,58%"
"18.08.2015","5,68","5,81","7,01","5,63","-","-1,05%"
"17.08.2015","5,74","5,76","5,84","5,70","-","1,59%"
"14.08.2015","5,65","5,89","6,58","5,60","-","-0,70%"
"13.08.2015","5,69","5,87","6,06","5,67","-","-4,37%"
"12.08.2015","5,95","5,85","6,14","5,84","-","6,25%"
"11.08.2015","5,60","5,41","5,73","5,34","-","4,67%"
"10.08.2015","5,35","5,46","5,47","5,33","-","0,56%"
"07.08.2015","5,32","5,73","5,78","4,86","-","-4,83%"
"06.08.2015","5,59","5,55","5,67","5,38","-","2,95%"
"05.08.2015","5,43","5,69","6,39","5,06","-","-4,57%"
"04.08.2015","5,69","5,76","5,76","5,55","-","0,18%"
"03.08.2015","5,68","5,70","5,74","5,20","-","1,79%"
"31.07.2015","5,58","5,43","5,74","5,38","-","3,91%"
"30.07.2015","5,37","5,30","5,42","4,91","-","2,48%"
"29.07.2015","5,24","5,51","6,40","5,23","-","-4,03%"
"28.07.2015","5,46","5,57","8,42","5,45","-","-1,62%"
"27.07.2015","5,55","5,60","5,67","5,48","-","2,78%"
"24.07.2015","5,40","5,46","5,53","5,36","-","0,56%"
"23.07.2015","5,37","5,32","5,42","5,16","-","0,75%"
"22.07.2015","5,33","5,37","5,46","5,27","-","0,00%"
"21.07.2015","5,33","5,40","5,50","5,30","-","-0,93%"
"20.07.2015","5,38","5,62","5,73","5,35","-","-1,65%"
"17.07.2015","5,47","5,71","5,72","5,39","-","-3,36%"
"16.07.2015","5,66","5,83","6,28","5,64","-","-5,19%"
"15.07.2015","5,97","6,00","8,49","5,74","-","-1,32%"
"14.07.2015","6,05","6,24","6,78","5,98","-","-4,27%"
"13.07.2015","6,32","6,56","6,57","6,31","-","-5,53%"
"10.07.2015","6,69","6,56","6,75","6,40","-","-1,76%"
"09.07.2015","6,81","6,76","6,83","6,58","-","0,74%"
"08.07.2015","6,76","6,75","6,77","6,48","-","1,96%"
"07.07.2015","6,63","6,70","7,05","6,54","-","0,30%"
"06.07.2015","6,61","6,70","6,74","6,58","-","0,46%"
"02.07.2015","6,58","6,51","6,65","5,91","-","0,30%"
"01.07.2015","6,56","6,88","7,01","6,55","-","-4,93%"
"30.06.2015","6,90","7,06","7,32","6,77","-","-5,09%"
"29.06.2015","7,27","6,81","7,37","6,69","-","14,13%"
"26.06.2015","6,37","6,32","6,49","6,20","-","1,43%"
"25.06.2015","6,28","6,27","8,53","6,18","-","1,62%"
"24.06.2015","6,18","6,19","6,22","6,05","-","-0,80%"
"23.06.2015","6,23","6,16","6,27","6,02","-","0,97%"
"22.06.2015","6,17","6,33","6,35","6,13","-","-0,48%"
"19.06.2015","6,20","5,94","6,22","5,92","-","3,51%"
"18.06.2015","5,99","5,99","7,58","5,60","-","2,39%"
"17.06.2015","5,85","6,33","7,49","5,83","-","-5,80%"
"16.06.2015","6,21","6,26","6,30","6,16","-","-0,64%"
"15.06.2015","6,25","6,56","6,57","6,12","-","-2,19%"
"12.06.2015","6,39","6,30","6,40","6,20","-","3,40%"
"11.06.2015","6,18","6,62","7,15","5,72","-","-8,31%"
"10.06.2015","6,74","6,81","7,68","6,59","-","5,97%"
"09.06.2015","6,36","6,25","6,46","6,23","-","1,11%"
"08.06.2015","6,29","6,41","6,44","6,29","-","0,16%"
"05.06.2015","6,28","6,64","6,69","5,13","-","-4,27%"
"04.06.2015","6,56","6,76","6,79","6,24","-","-2,67%"
"03.06.2015","6,74","6,39","6,84","6,30","-","8,36%"
"02.06.2015","6,22","6,28","6,60","6,21","-","1,97%"
"01.06.2015","6,10","6,16","6,17","6,00","-","1,84%"
"29.05.2015","5,99","6,02","6,85","5,83","-","-0,33%"
"28.05.2015","6,01","5,96","8,23","5,91","-","2,21%"
"27.05.2015","5,88","6,17","6,23","5,87","-","-4,39%"
"26.05.2015","6,15","6,30","7,45","6,12","-","2,50%"
"22.05.2015","6,00","6,04","8,20","3,76","-","-2,91%"
"21.05.2015","6,18","6,15","6,21","6,03","-","-0,64%"
"20.05.2015","6,22","6,38","11,33","5,52","-","-2,20%"
"19.05.2015","6,36","6,04","6,60","6,04","-","3,75%"
"18.05.2015","6,13","5,80","6,13","5,75","-","2,17%"
"15.05.2015","6,00","6,06","8,43","6,00","-","0,17%"
"14.05.2015","5,99","6,43","7,18","5,74","-","-6,84%"
"13.05.2015","6,43","6,35","7,30","6,14","-","-1,08%"
"12.05.2015","6,50","7,44","7,51","6,39","-","1,88%"
"11.05.2015","6,38","5,91","6,38","5,86","-","13,52%"
"08.05.2015","5,62","6,24","6,30","4,79","-","-8,77%"
"07.05.2015","6,16","6,55","6,76","6,10","-","-5,67%"
"06.05.2015","6,53","6,58","6,76","6,32","-","2,51%"
"05.05.2015","6,37","6,24","6,55","6,10","-","16,88%"
"30.04.2015","5,45","5,44","5,86","5,39","-","2,44%"
"29.04.2015","5,32","5,48","7,72","4,80","-","3,30%"
"28.04.2015","5,15","5,08","5,91","5,07","-","2,39%"
"27.04.2015","5,03","4,94","5,11","4,92","-","2,86%"
"24.04.2015","4,89","5,13","5,15","4,82","-","-4,49%"
"23.04.2015","5,12","5,20","6,66","5,08","-","-0,97%"
"22.04.2015","5,17","5,06","5,29","5,03","-","2,17%"
"21.04.2015","5,06","5,06","5,11","4,95","-","-2,50%"
"20.04.2015","5,19","5,13","5,20","5,11","-","4,01%"
"17.04.2015","4,99","4,94","5,50","4,75","-","2,89%"
"16.04.2015","4,85","4,93","4,94","4,84","-","0,62%"
"15.04.2015","4,82","4,88","5,57","4,79","-","-2,43%"
"14.04.2015","4,94","5,21","6,46","4,92","-","-3,89%"
"13.04.2015","5,14","5,25","5,25","5,08","-","2,59%"
"10.04.2015","5,01","5,04","5,06","4,95","-","-0,79%"
"09.04.2015","5,05","5,12","6,49","4,98","-","-0,79%"
"08.04.2015","5,09","5,35","9,79","5,08","-","-5,21%"
"07.04.2015","5,37","5,40","5,46","5,33","-","-1,47%"
"06.04.2015","5,45","5,61","5,61","5,40","-","-3,71%"
"02.04.2015","5,66","5,91","5,91","5,54","-","-2,92%"
"01.04.2015","5,83","5,86","7,06","5,59","-","0,87%"
"31.03.2015","5,78","5,81","5,86","5,74","-","0,17%"
"30.03.2015","5,77","5,87","6,00","5,77","-","0,00%"
"27.03.2015","5,77","5,74","5,98","5,69","-","2,49%"
"26.03.2015","5,63","5,72","5,82","5,61","-","1,08%"
"25.03.2015","5,57","5,60","6,59","5,52","-","-0,71%"
"24.03.2015","5,61","5,54","6,83","5,38","-","2,75%"
"23.03.2015","5,46","5,72","5,75","5,46","-","-1,27%"
"20.03.2015","5,53","5,49","5,55","5,45","-","-2,30%"
"19.03.2015","5,66","5,63","6,47","5,52","-","0,00%"
"18.03.2015","5,66","5,88","5,98","5,05","-","-2,92%"
"17.03.2015","5,83","5,96","7,06","5,77","-","0,00%"
"16.03.2015","5,83","5,95","5,98","5,80","-","2,10%"
"13.03.2015","5,71","5,82","6,22","5,69","-","-1,38%"
"12.03.2015","5,79","5,90","6,01","4,14","-","0,17%"
"11.03.2015","5,78","5,79","5,88","5,72","-","-0,34%"
"10.03.2015","5,80","5,78","5,97","5,71","-","2,65%"
"09.03.2015","5,65","5,83","5,90","5,63","-","-0,53%"
"06.03.2015","5,68","5,98","6,11","5,58","-","-4,54%"
"05.03.2015","5,95","6,13","8,13","5,91","-","-2,78%"
"04.03.2015","6,12","6,29","6,29","5,62","-","-2,70%"
"03.03.2015","6,29","6,50","6,50","6,24","-","-2,02%"
"02.03.2015","6,42","6,41","6,56","6,32","-","3,05%"
"27.02.2015","6,23","6,34","6,56","6,13","-","-0,95%"
"26.02.2015","6,29","6,37","6,63","6,23","-","-1,87%"
"25.02.2015","6,41","6,38","6,48","6,34","-","-0,16%"
"24.02.2015","6,42","6,81","8,91","6,40","-","-6,41%"
"23.02.2015","6,86","6,91","7,01","6,83","-","-1,72%"
"20.02.2015","6,98","7,23","7,45","6,92","-","-1,69%"
"19.02.2015","7,10","6,90","7,50","6,81","-","0,85%"
"18.02.2015","7,04","6,89","9,52","6,80","-","3,07%"
"17.02.2015","6,83","6,59","6,85","6,42","-","2,86%"
"13.02.2015","6,64","6,62","6,68","6,35","-","2,31%"
"12.02.2015","6,49","6,76","10,97","6,41","-","-2,11%"
"11.02.2015","6,63","6,97","7,27","6,61","-","-5,15%"
"10.02.2015","6,99","6,98","7,01","6,81","-","0,87%"
"09.02.2015","6,93","6,72","6,94","6,72","-","7,11%"
"06.02.2015","6,47","6,59","6,60","5,58","-","-2,85%"
"05.02.2015","6,66","6,89","6,89","6,61","-","-3,20%"
"04.02.2015","6,88","6,75","7,00","6,58","-","1,33%"
"03.02.2015","6,79","6,62","6,99","6,55","-","4,62%"
"02.02.2015","6,49","6,61","6,64","6,36","-","-0,46%"
"30.01.2015","6,52","6,58","7,36","6,32","-","1,09%"
"29.01.2015","6,45","6,53","7,67","6,31","-","-2,27%"
"28.01.2015","6,60","6,58","6,98","6,10","-","0,61%"
"27.01.2015","6,56","6,76","7,24","6,54","-","-3,95%"
"26.01.2015","6,83","6,92","6,93","6,76","-","-2,98%"
"23.01.2015","7,04","6,72","7,06","6,65","-","6,83%"
"22.01.2015","6,59","6,89","6,92","6,50","-","-4,63%"
"21.01.2015","6,91","7,18","7,22","6,85","-","-4,56%"
"20.01.2015","7,24","7,42","7,52","7,18","-","-0,96%"
"16.01.2015","7,31","7,80","8,55","6,08","-","-4,57%"
"15.01.2015","7,66","7,09","7,94","6,91","-","11,82%"
"14.01.2015","6,85","6,96","7,97","6,51","-","2,85%"
"13.01.2015","6,66","6,79","7,02","6,45","-","-1,19%"
"12.01.2015","6,74","6,39","6,78","6,34","-","8,53%"
"09.01.2015","6,21","6,38","12,39","4,82","-","-2,51%"
"08.01.2015","6,37","6,38","6,42","6,28","-","-3,92%"
"07.01.2015","6,63","6,84","6,92","6,55","-","-3,07%"
"06.01.2015","6,84","6,44","7,23","6,43","-","9,79%"
"05.01.2015","6,23","5,84","6,36","5,77","-","11,05%"
"02.01.2015","5,61","5,53","5,81","5,52","-","4,86%"
"31.12.2014","5,35","5,49","5,59","5,33","-","-1,11%"
"30.12.2014","5,41","5,66","5,75","5,39","-","-3,57%"
"29.12.2014","5,61","5,55","5,61","5,40","-","5,65%"
"26.12.2014","5,31","5,47","5,50","5,23","-","-1,48%"
"24.12.2014","5,39","5,53","5,57","5,37","-","-3,06%"
"23.12.2014","5,56","5,21","6,85","4,86","-","2,21%"
"22.12.2014","5,44","5,55","5,60","5,31","-","0,55%"
"19.12.2014","5,41","5,41","5,49","5,29","-","-3,22%"
"18.12.2014","5,59","5,52","6,06","5,34","-","-4,44%"
"17.12.2014","5,85","6,45","7,83","5,74","-","-13,33%"
"16.12.2014","6,75","7,33","7,33","6,37","-","7,31%"
"15.12.2014","6,29","6,20","6,48","5,97","-","-4,84%"
"12.12.2014","6,61","6,31","7,29","5,85","-","12,41%"
"11.12.2014","5,88","6,03","6,32","5,47","-","7,10%"
"10.12.2014","5,49","5,02","5,50","4,96","-","9,80%"
"09.12.2014","5,00","5,04","5,16","4,91","-","3,73%"
"08.12.2014","4,82","4,87","4,94","4,75","-","0,84%"
"05.12.2014","4,78","4,91","4,94","4,10","-","-4,21%"
"04.12.2014","4,99","5,11","7,06","4,92","-","-2,92%"
"03.12.2014","5,14","5,29","5,30","4,93","-","-3,93%"
"02.12.2014","5,35","5,48","5,63","5,31","-","-2,55%"
"01.12.2014","5,49","5,50","5,69","5,48","-","12,27%"
"28.11.2014","4,89","5,16","5,32","4,88","-","-4,31%"
"26.11.2014","5,11","5,25","5,29","5,10","-","-3,77%"
"25.11.2014","5,31","4,98","6,43","4,93","-","8,59%"
"24.11.2014","4,89","4,87","4,96","4,82","-","-2,40%"
"21.11.2014","5,01","5,03","5,07","4,91","-","-1,76%"
"20.11.2014","5,10","5,11","5,35","5,04","-","-2,49%"
"19.11.2014","5,23","5,26","10,20","4,85","-","-0,38%"
"18.11.2014","5,25","5,47","5,61","5,17","-","-3,67%"
"17.11.2014","5,45","5,62","5,65","5,45","-","0,18%"
"14.11.2014","5,44","5,43","7,98","5,28","-","0,93%"
"13.11.2014","5,39","5,36","5,45","5,09","-","2,47%"
"12.11.2014","5,26","5,26","6,32","5,23","-","1,35%"
"11.11.2014","5,19","5,16","5,22","5,15","-","1,17%"
"10.11.2014","5,13","5,22","5,24","5,08","-","0,98%"
"07.11.2014","5,08","5,24","5,25","4,77","-","-1,55%"
"06.11.2014","5,16","5,42","5,43","5,12","-","-4,62%"
"05.11.2014","5,41","5,51","5,65","5,38","-","0,19%"
"04.11.2014","5,40","5,33","5,53","5,32","-","2,66%"
"03.11.2014","5,26","5,35","5,42","4,77","-","1,94%"
"31.10.2014","5,16","5,21","5,84","5,13","-","0,98%"
"30.10.2014","5,11","5,37","5,38","5,09","-","-4,49%"
"29.10.2014","5,35","5,51","6,67","4,81","-","-2,01%"
"28.10.2014","5,46","5,94","5,97","5,45","-","-8,24%"
"27.10.2014","5,95","6,18","6,21","5,93","-","-3,25%"
"24.10.2014","6,15","6,29","6,39","6,12","-","1,15%"
"23.10.2014","6,08","5,93","6,09","5,86","-","1,33%"
"22.10.2014","6,00","6,15","7,67","5,85","-","-2,91%"
"21.10.2014","6,18","6,02","6,31","5,67","-","4,57%"
"20.10.2014","5,91","6,41","6,45","5,88","-","-7,22%"
"17.10.2014","6,37","6,80","6,80","5,85","-","-6,46%"
"16.10.2014","6,81","8,13","8,52","6,75","-","-11,79%"
"15.10.2014","7,72","6,63","10,19","5,32","-","22,35%"
"14.10.2014","6,31","5,83","6,33","5,67","-","9,93%"
"13.10.2014","5,74","5,54","5,82","5,52","-","10,38%"
"10.10.2014","5,20","5,11","5,27","5,05","-","4,42%"
"09.10.2014","4,98","5,05","5,07","4,79","-","0,20%"
"08.10.2014","4,97","4,97","7,36","4,87","-","-0,40%"
"07.10.2014","4,99","4,66","5,01","4,64","-","6,62%"
"06.10.2014","4,68","4,71","4,71","4,62","-","1,08%"
"03.10.2014","4,63","4,77","4,80","4,18","-","-6,09%"
"02.10.2014","4,93","4,96","4,99","4,83","-","1,65%"
"01.10.2014","4,85","4,84","5,17","4,78","-","0,41%"
"30.09.2014","4,83","4,89","4,90","4,78","-","0,00%"
"29.09.2014","4,83","5,13","5,14","4,81","-","0,00%"
"26.09.2014","4,83","4,72","6,12","4,69","-","4,55%"
"25.09.2014","4,62","4,50","4,74","4,02","-","2,67%"
"24.09.2014","4,50","4,47","4,52","4,38","-","2,04%"
"23.09.2014","4,41","4,40","4,43","4,35","-","-0,45%"
"22.09.2014","4,43","4,55","4,57","4,40","-","0,45%"
"19.09.2014","4,41","4,51","4,55","4,38","-","-9,07%"
"18.09.2014","4,85","4,77","4,88","4,33","-","-0,21%"
"17.09.2014","4,86","5,17","5,17","4,17","-","-7,78%"
"16.09.2014","5,27","5,23","7,29","5,21","-","-0,19%"
"15.09.2014","5,28","5,14","5,29","5,12","-","2,33%"
"12.09.2014","5,16","4,99","5,21","4,98","-","4,45%"
"11.09.2014","4,94","4,90","5,00","4,79","-","-0,20%"
"10.09.2014","4,95","4,94","4,98","4,89","-","3,34%"
"09.09.2014","4,79","4,84","4,87","4,73","-","0,63%"
"08.09.2014","4,76","4,64","4,77","4,51","-","4,16%"
"05.09.2014","4,57","4,90","4,90","3,81","-","-7,68%"
"04.09.2014","4,95","4,97","5,23","4,84","-","-2,94%"
"03.09.2014","5,10","5,16","5,18","4,99","-","-1,35%"
"02.09.2014","5,17","5,07","5,22","5,04","-","4,87%"
"29.08.2014","4,93","4,78","4,96","4,44","-","2,07%"
"28.08.2014","4,83","4,73","4,97","4,72","-","4,77%"
"27.08.2014","4,61","4,43","4,63","4,43","-","2,22%"
"26.08.2014","4,51","4,53","4,55","4,46","-","-0,22%"
"25.08.2014","4,52","4,71","4,72","4,50","-","-3,62%"
"22.08.2014","4,69","4,73","5,48","4,62","-","-0,42%"
"21.08.2014","4,71","4,94","6,04","4,70","-","-3,88%"
"20.08.2014","4,90","4,88","5,03","1,79","-","0,20%"
"19.08.2014","4,89","5,01","5,05","4,85","-","-0,81%"
"18.08.2014","4,93","5,03","5,06","4,90","-","-3,90%"
"15.08.2014","5,13","4,87","5,47","4,72","-","7,10%"
"14.08.2014","4,79","4,85","5,15","4,74","-","-0,83%"
"13.08.2014","4,83","4,87","5,43","4,81","-","-1,83%"
"12.08.2014","4,92","4,95","5,00","4,90","-","-0,40%"
"11.08.2014","4,94","4,97","4,99","4,92","-","-2,76%"
"08.08.2014","5,08","5,13","5,23","4,95","-","2,63%"
"07.08.2014","4,95","4,67","4,97","4,60","-","9,76%"
"06.08.2014","4,51","4,54","4,55","4,45","-","3,20%"
"05.08.2014","4,37","4,42","4,60","4,32","-","-0,23%"
"04.08.2014","4,38","4,45","4,45","4,33","-","2,34%"
"01.08.2014","4,28","4,78","4,80","3,70","-","-9,70%"
"31.07.2014","4,74","4,59","4,74","4,45","-","3,49%"
"30.07.2014","4,58","4,73","4,97","4,41","-","-1,08%"
"29.07.2014","4,63","4,62","4,68","4,54","-","0,22%"
"28.07.2014","4,62","4,62","4,67","4,58","-","1,99%"
"25.07.2014","4,53","4,54","8,24","4,46","-","0,89%"
"24.07.2014","4,49","4,44","4,59","4,41","-","2,05%"
"23.07.2014","4,40","4,50","4,52","4,38","-","-1,35%"
"22.07.2014","4,46","4,58","4,59","4,39","-","1,36%"
"21.07.2014","4,40","4,29","4,49","4,28","-","5,77%"
"18.07.2014","4,16","4,30","4,61","4,14","-","-9,57%"
"17.07.2014","4,60","4,11","4,62","4,10","-","11,65%"
"16.07.2014","4,12","4,26","7,37","4,09","-","-4,19%"
"15.07.2014","4,30","4,42","6,89","4,23","-","-2,49%"
"14.07.2014","4,41","4,36","4,48","4,35","-","4,26%"
"11.07.2014","4,23","4,23","4,25","4,15","-","-1,86%"
"10.07.2014","4,31","4,34","4,35","4,14","-","3,61%"
"09.07.2014","4,16","4,24","5,44","4,13","-","-0,72%"
"08.07.2014","4,19","4,08","4,20","4,04","-","2,44%"
"07.07.2014","4,09","4,14","4,14","4,09","-","3,54%"
"03.07.2014","3,95","4,36","4,43","3,79","-","-10,43%"
"02.07.2014","4,41","4,51","4,57","4,40","-","-0,45%"
"01.07.2014","4,43","4,44","4,46","4,29","-","-0,23%"
"30.06.2014","4,44","4,45","5,16","4,40","-","3,26%"
"27.06.2014","4,30","4,39","4,41","4,28","-","-0,23%"
"26.06.2014","4,31","4,40","4,72","4,26","-","-2,49%"
"25.06.2014","4,42","4,43","5,26","4,39","-","0,68%"
"24.06.2014","4,39","4,36","4,40","4,29","-","1,15%"
"23.06.2014","4,34","4,32","4,37","4,24","-","0,93%"
"20.06.2014","4,30","4,24","4,43","4,21","-","0,47%"
"19.06.2014","4,28","4,17","5,58","3,88","-","-0,23%"
"18.06.2014","4,29","4,70","6,09","4,25","-","-10,25%"
"17.06.2014","4,78","4,68","14,58","4,63","-","4,37%"
"16.06.2014","4,58","4,64","4,67","4,33","-","2,23%"
"13.06.2014","4,48","4,60","6,75","4,39","-","-2,61%"
"12.06.2014","4,60","4,59","4,76","4,47","-","0,88%"
"11.06.2014","4,56","4,60","4,60","4,51","-","0,22%"
"10.06.2014","4,55","4,50","4,63","4,47","-","-0,66%"
"09.06.2014","4,58","4,78","4,85","4,58","-","-1,29%"
"06.06.2014","4,64","4,84","4,89","3,30","-","-7,01%"
"05.06.2014","4,99","5,27","5,30","4,98","-","-7,76%"
"04.06.2014","5,41","5,54","5,91","5,37","-","-0,92%"
"03.06.2014","5,46","5,47","5,49","5,34","-","1,11%"
"02.06.2014","5,40","5,37","5,54","5,32","-","4,25%"
"30.05.2014","5,18","5,25","6,72","5,16","-","1,97%"
"29.05.2014","5,08","5,11","5,19","4,92","-","0,99%"
"28.05.2014","5,03","4,84","5,06","4,83","-","4,79%"
"27.05.2014","4,80","4,92","4,92","4,78","-","3,00%"
"23.05.2014","4,66","4,64","4,71","4,55","-","-0,43%"
"22.05.2014","4,68","4,81","4,81","4,67","-","-3,31%"
"21.05.2014","4,84","4,92","4,98","4,82","-","-0,41%"
"20.05.2014","4,86","4,95","4,96","4,83","-","-0,61%"
"19.05.2014","4,89","4,88","4,97","4,85","-","1,66%"
"16.05.2014","4,81","4,98","5,01","4,80","-","-2,83%"
"15.05.2014","4,95","4,71","7,94","4,66","-","6,45%"
"14.05.2014","4,65","4,51","4,73","4,20","-","5,44%"
"13.05.2014","4,41","4,44","4,46","2,28","-","-0,90%"
"12.05.2014","4,45","4,46","4,48","4,40","-","1,83%"
"09.05.2014","4,37","4,36","4,37","4,30","-","-0,68%"
"08.05.2014","4,40","4,53","4,59","4,35","-","-5,38%"
"07.05.2014","4,65","4,84","4,85","4,63","-","-3,33%"
"06.05.2014","4,81","4,77","4,82","4,75","-","1,48%"
"05.05.2014","4,74","4,72","4,78","4,67","-","2,38%"
"02.05.2014","4,63","4,85","4,87","3,72","-","-8,13%"
"01.05.2014","5,04","5,17","5,97","4,80","-","1,82%"
